year,nome,month,Number of Fires,date
2006,SAO PAULO,May,88,2006-01-01
2007,SAO PAULO,May,69,2007-01-01
2008,SAO PAULO,May,40,2008-01-01
2009,SAO PAULO,May,142,2009-01-01
2010,SAO PAULO,May,150,2010-01-01
2011,SAO PAULO,May,136,2011-01-01
2012,SAO PAULO,May,82,2012-01-01
2013,SAO PAULO,May,118,2013-01-01
2014,SAO PAULO,May,181,2014-01-01
2015,SAO PAULO,May,65,2015-01-01
2016,SAO PAULO,May,139,2016-01-01
2017,SAO PAULO,May,43,2017-01-01
1998,SAO PAULO,June,451,1998-01-01
1999,SAO PAULO,June,522,1999-01-01
2000,SAO PAULO,June,606,2000-01-01
2001,SAO PAULO,June,346,2001-01-01
2002,SAO PAULO,June,562,2002-01-01
2003,SAO PAULO,June,132,2003-01-01
2004,SAO PAULO,June,231,2004-01-01
2005,SAO PAULO,June,236,2005-01-01
2006,SAO PAULO,June,97,2006-01-01
2007,SAO PAULO,June,91,2007-01-01
2008,SAO PAULO,June,25,2008-01-01
2009,SAO PAULO,June,125,2009-01-01
2010,SAO PAULO,June,143,2010-01-01
2011,SAO PAULO,June,210,2011-01-01
2012,SAO PAULO,June,30,2012-01-01
2013,SAO PAULO,June,47,2013-01-01
2014,SAO PAULO,June,331,2014-01-01
2015,SAO PAULO,June,147,2015-01-01
2016,SAO PAULO,June,197,2016-01-01
2017,SAO PAULO,June,217,2017-01-01
1998,SAO PAULO,July,596,1998-01-01
1999,SAO PAULO,July,684,1999-01-01
2000,SAO PAULO,July,770,2000-01-01
2001,SAO PAULO,July,538,2001-01-01
2002,SAO PAULO,July,448,2002-01-01
2003,SAO PAULO,July,171,2003-01-01
2004,SAO PAULO,July,342,2004-01-01
2005,SAO PAULO,July,284,2005-01-01
2006,SAO PAULO,July,245,2006-01-01
2007,SAO PAULO,July,94,2007-01-01
2008,SAO PAULO,July,126,2008-01-01
2009,SAO PAULO,July,110,2009-01-01
2010,SAO PAULO,July,600,2010-01-01
2011,SAO PAULO,July,479,2011-01-01
2012,SAO PAULO,July,179,2012-01-01
2013,SAO PAULO,July,181,2013-01-01
2014,SAO PAULO,July,476,2014-01-01
2015,SAO PAULO,July,149,2015-01-01
2016,SAO PAULO,July,687,2016-01-01
2017,SAO PAULO,July,802,2017-01-01
1998,SAO PAULO,August,581,1998-01-01
1999,SAO PAULO,August,1.211,1999-01-01
2000,SAO PAULO,August,915,2000-01-01
2001,SAO PAULO,August,595,2001-01-01
2002,SAO PAULO,August,719,2002-01-01
2003,SAO PAULO,August,934,2003-01-01
2004,SAO PAULO,August,794,2004-01-01
2005,SAO PAULO,August,522,2005-01-01
2006,SAO PAULO,August,572,2006-01-01
2007,SAO PAULO,August,470,2007-01-01
2008,SAO PAULO,August,153,2008-01-01
2009,SAO PAULO,August,289,2009-01-01
2010,SAO PAULO,August,1.809,2010-01-01
2011,SAO PAULO,August,1.067,2011-01-01
2012,SAO PAULO,August,435,2012-01-01
2013,SAO PAULO,August,497,2013-01-01
2014,SAO PAULO,August,1.458,2014-01-01
2015,SAO PAULO,August,643,2015-01-01
2016,SAO PAULO,August,797,2016-01-01
2017,SAO PAULO,August,981,2017-01-01
1998,SAO PAULO,September,525,1998-01-01
1999,SAO PAULO,September,911,1999-01-01
2000,SAO PAULO,September,582,2000-01-01
2001,SAO PAULO,September,425,2001-01-01
2002,SAO PAULO,September,302,2002-01-01
2003,SAO PAULO,September,977,2003-01-01
2004,SAO PAULO,September,809,2004-01-01
2005,SAO PAULO,September,231,2005-01-01
2006,SAO PAULO,September,694,2006-01-01
2007,SAO PAULO,September,495,2007-01-01
2008,SAO PAULO,September,486,2008-01-01
2009,SAO PAULO,September,116,2009-01-01
2010,SAO PAULO,September,1.677,2010-01-01
2011,SAO PAULO,September,1.108,2011-01-01
2012,SAO PAULO,September,813,2012-01-01
2013,SAO PAULO,September,560,2013-01-01
2014,SAO PAULO,September,882,2014-01-01
2015,SAO PAULO,September,368,2015-01-01
2016,SAO PAULO,September,490,2016-01-01
2017,SAO PAULO,September,2.868,2017-01-01
1998,SAO PAULO,October,434,1998-01-01
1999,SAO PAULO,October,763,1999-01-01
2000,SAO PAULO,October,647,2000-01-01
2001,SAO PAULO,October,444,2001-01-01
2002,SAO PAULO,October,733,2002-01-01
2003,SAO PAULO,October,422,2003-01-01
2004,SAO PAULO,October,195,2004-01-01
2005,SAO PAULO,October,221,2005-01-01
2006,SAO PAULO,October,153,2006-01-01
2007,SAO PAULO,October,281,2007-01-01
2008,SAO PAULO,October,87,2008-01-01
2009,SAO PAULO,October,64,2009-01-01
2010,SAO PAULO,October,260,2010-01-01
2011,SAO PAULO,October,188,2011-01-01
2012,SAO PAULO,October,206,2012-01-01
2013,SAO PAULO,October,127,2013-01-01
2014,SAO PAULO,October,887,2014-01-01
2015,SAO PAULO,October,213,2015-01-01
2016,SAO PAULO,October,177,2016-01-01
2017,SAO PAULO,October,179,2017-01-01
1998,SAO PAULO,November,488,1998-01-01
1999,SAO PAULO,November,398,1999-01-01
2000,SAO PAULO,November,96,2000-01-01
2001,SAO PAULO,November,168,2001-01-01
2002,SAO PAULO,November,72,2002-01-01
2003,SAO PAULO,November,155,2003-01-01
2004,SAO PAULO,November,144,2004-01-01
2005,SAO PAULO,November,163,2005-01-01
2006,SAO PAULO,November,43,2006-01-01
2007,SAO PAULO,November,50,2007-01-01
2008,SAO PAULO,November,20,2008-01-01
2009,SAO PAULO,November,83,2009-01-01
2010,SAO PAULO,November,104,2010-01-01
2011,SAO PAULO,November,87,2011-01-01
2012,SAO PAULO,November,50,2012-01-01
2013,SAO PAULO,November,120,2013-01-01
2014,SAO PAULO,November,56,2014-01-01
2015,SAO PAULO,November,21,2015-01-01
2016,SAO PAULO,November,39,2016-01-01
2017,SAO PAULO,November,37,2017-01-01
1998,SAO PAULO,December,121,1998-01-01
1999,SAO PAULO,December,47,1999-01-01
2000,SAO PAULO,December,23,2000-01-01
2001,SAO PAULO,December,52,2001-01-01
2002,SAO PAULO,December,57,2002-01-01
2003,SAO PAULO,December,58,2003-01-01
2004,SAO PAULO,December,102,2004-01-01
2005,SAO PAULO,December,15,2005-01-01
2006,SAO PAULO,December,13,2006-01-01
2007,SAO PAULO,December,21,2007-01-01
2008,SAO PAULO,December,36,2008-01-01
2009,SAO PAULO,December,37,2009-01-01
2010,SAO PAULO,December,52,2010-01-01
2011,SAO PAULO,December,53,2011-01-01
2012,SAO PAULO,December,64,2012-01-01
2013,SAO PAULO,December,109,2013-01-01
2014,SAO PAULO,December,57,2014-01-01
2015,SAO PAULO,December,45,2015-01-01
2016,SAO PAULO,December,47,2016-01-01
1998,SERGIPE,January,0,1998-01-01
1999,SERGIPE,January,36,1999-01-01
2000,SERGIPE,January,1,2000-01-01
2001,SERGIPE,January,2,2001-01-01
2002,SERGIPE,January,1,2002-01-01
2003,SERGIPE,January,198,2003-01-01
2004,SERGIPE,January,16,2004-01-01
2005,SERGIPE,January,80,2005-01-01
2006,SERGIPE,January,36,2006-01-01
2007,SERGIPE,January,56,2007-01-01
2008,SERGIPE,January,100,2008-01-01
2009,SERGIPE,January,60,2009-01-01
2010,SERGIPE,January,29,2010-01-01
2011,SERGIPE,January,36,2011-01-01
2012,SERGIPE,January,39,2012-01-01
2013,SERGIPE,January,34,2013-01-01
2014,SERGIPE,January,20,2014-01-01
2015,SERGIPE,January,44,2015-01-01
2016,SERGIPE,January,9,2016-01-01
2017,SERGIPE,January,31,2017-01-01
1998,SERGIPE,February,0,1998-01-01
1999,SERGIPE,February,25,1999-01-01
2000,SERGIPE,February,6,2000-01-01
2001,SERGIPE,February,2,2001-01-01
2002,SERGIPE,February,6,2002-01-01
2003,SERGIPE,February,50,2003-01-01
2004,SERGIPE,February,10,2004-01-01
2005,SERGIPE,February,19,2005-01-01
2006,SERGIPE,February,36,2006-01-01
2007,SERGIPE,February,22,2007-01-01
2008,SERGIPE,February,67,2008-01-01
2009,SERGIPE,February,64,2009-01-01
2010,SERGIPE,February,33,2010-01-01
2011,SERGIPE,February,31,2011-01-01
2012,SERGIPE,February,34,2012-01-01
2013,SERGIPE,February,47,2013-01-01
2014,SERGIPE,February,18,2014-01-01
2015,SERGIPE,February,40,2015-01-01
2016,SERGIPE,February,22,2016-01-01
2017,SERGIPE,February,18,2017-01-01
1998,SERGIPE,March,0,1998-01-01
1999,SERGIPE,March,18,1999-01-01
2000,SERGIPE,March,6,2000-01-01
2001,SERGIPE,March,1,2001-01-01
2002,SERGIPE,March,7,2002-01-01
2003,SERGIPE,March,62,2003-01-01
2004,SERGIPE,March,36,2004-01-01
2005,SERGIPE,March,28,2005-01-01
2006,SERGIPE,March,41,2006-01-01
2007,SERGIPE,March,2,2007-01-01
2008,SERGIPE,March,43,2008-01-01
2009,SERGIPE,March,29,2009-01-01
2010,SERGIPE,March,44,2010-01-01
2011,SERGIPE,March,47,2011-01-01
2012,SERGIPE,March,71,2012-01-01
2013,SERGIPE,March,67,2013-01-01
2014,SERGIPE,March,33,2014-01-01
2015,SERGIPE,March,49,2015-01-01
2016,SERGIPE,March,26,2016-01-01
2017,SERGIPE,March,16,2017-01-01
1998,SERGIPE,April,0,1998-01-01
1999,SERGIPE,April,6,1999-01-01
2000,SERGIPE,April,1,2000-01-01
2001,SERGIPE,April,0,2001-01-01
2002,SERGIPE,April,12,2002-01-01
2003,SERGIPE,April,48,2003-01-01
2004,SERGIPE,April,13,2004-01-01
2005,SERGIPE,April,8,2005-01-01
2006,SERGIPE,April,9,2006-01-01
2007,SERGIPE,April,1,2007-01-01
2008,SERGIPE,April,2,2008-01-01
2009,SERGIPE,April,19,2009-01-01
2010,SERGIPE,April,1,2010-01-01
2011,SERGIPE,April,12,2011-01-01
2012,SERGIPE,April,40,2012-01-01
2013,SERGIPE,April,15,2013-01-01
2014,SERGIPE,April,7,2014-01-01
2015,SERGIPE,April,35,2015-01-01
2016,SERGIPE,April,14,2016-01-01
2017,SERGIPE,April,8,2017-01-01
1998,SERGIPE,May,0,1998-01-01
1999,SERGIPE,May,0,1999-01-01
2000,SERGIPE,May,0,2000-01-01
2001,SERGIPE,May,3,2001-01-01
2002,SERGIPE,May,0,2002-01-01
2003,SERGIPE,May,2,2003-01-01
2004,SERGIPE,May,5,2004-01-01
2005,SERGIPE,May,0,2005-01-01
2006,SERGIPE,May,0,2006-01-01
2007,SERGIPE,May,0,2007-01-01
2008,SERGIPE,May,0,2008-01-01
2009,SERGIPE,May,0,2009-01-01
2010,SERGIPE,May,0,2010-01-01
2011,SERGIPE,May,0,2011-01-01
2012,SERGIPE,May,17,2012-01-01
2013,SERGIPE,May,1,2013-01-01
2014,SERGIPE,May,1,2014-01-01
2015,SERGIPE,May,11,2015-01-01
2016,SERGIPE,May,9,2016-01-01
2017,SERGIPE,May,1,2017-01-01
1998,SERGIPE,June,0,1998-01-01
1999,SERGIPE,June,0,1999-01-01
2000,SERGIPE,June,0,2000-01-01
2001,SERGIPE,June,0,2001-01-01
2002,SERGIPE,June,0,2002-01-01
2003,SERGIPE,June,0,2003-01-01
2004,SERGIPE,June,0,2004-01-01
2005,SERGIPE,June,0,2005-01-01
2006,SERGIPE,June,0,2006-01-01
2007,SERGIPE,June,0,2007-01-01
2008,SERGIPE,June,0,2008-01-01
2009,SERGIPE,June,2,2009-01-01
2010,SERGIPE,June,0,2010-01-01
2011,SERGIPE,June,1,2011-01-01
2012,SERGIPE,June,3,2012-01-01
2013,SERGIPE,June,1,2013-01-01
2014,SERGIPE,June,0,2014-01-01
2015,SERGIPE,June,3,2015-01-01
2016,SERGIPE,June,1,2016-01-01
2017,SERGIPE,June,0,2017-01-01
1998,SERGIPE,July,0,1998-01-01
1999,SERGIPE,July,0,1999-01-01
2000,SERGIPE,July,0,2000-01-01
2001,SERGIPE,July,0,2001-01-01
2002,SERGIPE,July,0,2002-01-01
2003,SERGIPE,July,0,2003-01-01
2004,SERGIPE,July,0,2004-01-01
2005,SERGIPE,July,0,2005-01-01
2006,SERGIPE,July,0,2006-01-01
2007,SERGIPE,July,0,2007-01-01
2008,SERGIPE,July,0,2008-01-01
2009,SERGIPE,July,0,2009-01-01
2010,SERGIPE,July,0,2010-01-01
2011,SERGIPE,July,0,2011-01-01
2012,SERGIPE,July,1,2012-01-01
2013,SERGIPE,July,0,2013-01-01
2014,SERGIPE,July,0,2014-01-01
2015,SERGIPE,July,0,2015-01-01
2016,SERGIPE,July,0,2016-01-01
2017,SERGIPE,July,0,2017-01-01
1998,SERGIPE,August,0,1998-01-01
1999,SERGIPE,August,0,1999-01-01
2000,SERGIPE,August,0,2000-01-01
2001,SERGIPE,August,0,2001-01-01
2002,SERGIPE,August,2,2002-01-01
2003,SERGIPE,August,0,2003-01-01
2004,SERGIPE,August,0,2004-01-01
2005,SERGIPE,August,0,2005-01-01
2006,SERGIPE,August,0,2006-01-01
2007,SERGIPE,August,0,2007-01-01
2008,SERGIPE,August,0,2008-01-01
2009,SERGIPE,August,0,2009-01-01
2010,SERGIPE,August,0,2010-01-01
2011,SERGIPE,August,1,2011-01-01
2012,SERGIPE,August,0,2012-01-01
2013,SERGIPE,August,0,2013-01-01
2014,SERGIPE,August,0,2014-01-01
2015,SERGIPE,August,0,2015-01-01
2016,SERGIPE,August,6,2016-01-01
2017,SERGIPE,August,0,2017-01-01
1998,SERGIPE,September,0,1998-01-01
1999,SERGIPE,September,0,1999-01-01
2000,SERGIPE,September,0,2000-01-01
2001,SERGIPE,September,1,2001-01-01
2002,SERGIPE,September,0,2002-01-01
2003,SERGIPE,September,3,2003-01-01
2004,SERGIPE,September,0,2004-01-01
2005,SERGIPE,September,2,2005-01-01
2006,SERGIPE,September,0,2006-01-01
2007,SERGIPE,September,0,2007-01-01
2008,SERGIPE,September,0,2008-01-01
2009,SERGIPE,September,1,2009-01-01
2010,SERGIPE,September,0,2010-01-01
2011,SERGIPE,September,0,2011-01-01
2012,SERGIPE,September,1,2012-01-01
2013,SERGIPE,September,1,2013-01-01
2014,SERGIPE,September,4,2014-01-01
2015,SERGIPE,September,1,2015-01-01
2016,SERGIPE,September,2,2016-01-01
2017,SERGIPE,September,0,2017-01-01
1998,SERGIPE,October,0,1998-01-01
1999,SERGIPE,October,0,1999-01-01
2000,SERGIPE,October,3,2000-01-01
2001,SERGIPE,October,5,2001-01-01
2002,SERGIPE,October,20,2002-01-01
2003,SERGIPE,October,2,2003-01-01
2004,SERGIPE,October,3,2004-01-01
2005,SERGIPE,October,11,2005-01-01
2006,SERGIPE,October,3,2006-01-01
2007,SERGIPE,October,3,2007-01-01
2008,SERGIPE,October,0,2008-01-01
2009,SERGIPE,October,1,2009-01-01
2010,SERGIPE,October,1,2010-01-01
2011,SERGIPE,October,5,2011-01-01
2012,SERGIPE,October,1,2012-01-01
2013,SERGIPE,October,3,2013-01-01
2014,SERGIPE,October,3,2014-01-01
2015,SERGIPE,October,6,2015-01-01
2016,SERGIPE,October,10,2016-01-01
2017,SERGIPE,October,0,2017-01-01
1998,SERGIPE,November,12,1998-01-01
1999,SERGIPE,November,3,1999-01-01
2000,SERGIPE,November,0,2000-01-01
2001,SERGIPE,November,5,2001-01-01
2002,SERGIPE,November,57,2002-01-01
2003,SERGIPE,November,2,2003-01-01
2004,SERGIPE,November,41,2004-01-01
2005,SERGIPE,November,23,2005-01-01
2006,SERGIPE,November,5,2006-01-01
2007,SERGIPE,November,7,2007-01-01
2008,SERGIPE,November,17,2008-01-01
2009,SERGIPE,November,9,2009-01-01
2010,SERGIPE,November,16,2010-01-01
2011,SERGIPE,November,4,2011-01-01
2012,SERGIPE,November,6,2012-01-01
2013,SERGIPE,November,7,2013-01-01
2014,SERGIPE,November,9,2014-01-01
2015,SERGIPE,November,47,2015-01-01
2016,SERGIPE,November,17,2016-01-01
2017,SERGIPE,November,1,2017-01-01
1998,SERGIPE,December,8,1998-01-01
1999,SERGIPE,December,5,1999-01-01
2000,SERGIPE,December,0,2000-01-01
2001,SERGIPE,December,5,2001-01-01
2002,SERGIPE,December,103,2002-01-01
2003,SERGIPE,December,36,2003-01-01
2004,SERGIPE,December,66,2004-01-01
2005,SERGIPE,December,29,2005-01-01
2006,SERGIPE,December,17,2006-01-01
2007,SERGIPE,December,33,2007-01-01
2008,SERGIPE,December,14,2008-01-01
2009,SERGIPE,December,21,2009-01-01
2010,SERGIPE,December,19,2010-01-01
2011,SERGIPE,December,36,2011-01-01
2012,SERGIPE,December,18,2012-01-01
2013,SERGIPE,December,9,2013-01-01
2014,SERGIPE,December,9,2014-01-01
2015,SERGIPE,December,63,2015-01-01
2016,SERGIPE,December,36,2016-01-01
1998,TOCANTINS,January,0,1998-01-01
1999,TOCANTINS,January,36,1999-01-01
2000,TOCANTINS,January,15,2000-01-01
2001,TOCANTINS,January,19,2001-01-01
2002,TOCANTINS,January,35,2002-01-01
2003,TOCANTINS,January,35,2003-01-01
2004,TOCANTINS,January,40,2004-01-01
2005,TOCANTINS,January,66,2005-01-01
2006,TOCANTINS,January,91,2006-01-01
2007,TOCANTINS,January,34,2007-01-01
2008,TOCANTINS,January,28,2008-01-01
2009,TOCANTINS,January,43,2009-01-01
2010,TOCANTINS,January,79,2010-01-01
2011,TOCANTINS,January,14,2011-01-01
2012,TOCANTINS,January,12,2012-01-01
2013,TOCANTINS,January,50,2013-01-01
2014,TOCANTINS,January,89,2014-01-01
2015,TOCANTINS,January,186,2015-01-01
2016,TOCANTINS,January,42,2016-01-01
2017,TOCANTINS,January,61,2017-01-01
1998,TOCANTINS,February,0,1998-01-01
1999,TOCANTINS,February,1,1999-01-01
2000,TOCANTINS,February,6,2000-01-01
2001,TOCANTINS,February,6,2001-01-01
2002,TOCANTINS,February,48,2002-01-01
2003,TOCANTINS,February,15,2003-01-01
2004,TOCANTINS,February,7,2004-01-01
2005,TOCANTINS,February,27,2005-01-01
2006,TOCANTINS,February,14,2006-01-01
2007,TOCANTINS,February,8,2007-01-01
2008,TOCANTINS,February,6,2008-01-01
2009,TOCANTINS,February,21,2009-01-01
2010,TOCANTINS,February,32,2010-01-01
2011,TOCANTINS,February,13,2011-01-01
2012,TOCANTINS,February,45,2012-01-01
2013,TOCANTINS,February,37,2013-01-01
2014,TOCANTINS,February,73,2014-01-01
2015,TOCANTINS,February,65,2015-01-01
2016,TOCANTINS,February,383,2016-01-01
2017,TOCANTINS,February,25,2017-01-01
1998,TOCANTINS,March,0,1998-01-01
1999,TOCANTINS,March,1,1999-01-01
2000,TOCANTINS,March,4,2000-01-01
2001,TOCANTINS,March,0,2001-01-01
2002,TOCANTINS,March,33,2002-01-01
2003,TOCANTINS,March,19,2003-01-01
2004,TOCANTINS,March,23,2004-01-01
2005,TOCANTINS,March,13,2005-01-01
2006,TOCANTINS,March,11,2006-01-01
2007,TOCANTINS,March,99,2007-01-01
2008,TOCANTINS,March,4,2008-01-01
2009,TOCANTINS,March,23,2009-01-01
2010,TOCANTINS,March,120,2010-01-01
2011,TOCANTINS,March,16,2011-01-01
2012,TOCANTINS,March,80,2012-01-01
2013,TOCANTINS,March,60,2013-01-01
2014,TOCANTINS,March,58,2014-01-01
2015,TOCANTINS,March,85,2015-01-01
2016,TOCANTINS,March,165,2016-01-01
2017,TOCANTINS,March,98,2017-01-01
1998,TOCANTINS,April,0,1998-01-01
1999,TOCANTINS,April,9,1999-01-01
2000,TOCANTINS,April,0,2000-01-01
2001,TOCANTINS,April,19,2001-01-01
2002,TOCANTINS,April,37,2002-01-01
2003,TOCANTINS,April,64,2003-01-01
2004,TOCANTINS,April,52,2004-01-01
2005,TOCANTINS,April,52,2005-01-01
2006,TOCANTINS,April,4,2006-01-01
2007,TOCANTINS,April,22,2007-01-01
2008,TOCANTINS,April,46,2008-01-01
2009,TOCANTINS,April,5,2009-01-01
2010,TOCANTINS,April,419,2010-01-01
2011,TOCANTINS,April,106,2011-01-01
2012,TOCANTINS,April,226,2012-01-01
2013,TOCANTINS,April,130,2013-01-01
2014,TOCANTINS,April,187,2014-01-01
2015,TOCANTINS,April,88,2015-01-01
2016,TOCANTINS,April,369,2016-01-01
2017,TOCANTINS,April,164,2017-01-01
1998,TOCANTINS,May,0,1998-01-01
1999,TOCANTINS,May,24,1999-01-01
2000,TOCANTINS,May,69,2000-01-01
2001,TOCANTINS,May,48,2001-01-01
2002,TOCANTINS,May,138,2002-01-01
2003,TOCANTINS,May,96,2003-01-01
2004,TOCANTINS,May,350,2004-01-01
2005,TOCANTINS,May,236,2005-01-01
2006,TOCANTINS,May,35,2006-01-01
2007,TOCANTINS,May,250,2007-01-01
2008,TOCANTINS,May,81,2008-01-01
2009,TOCANTINS,May,91,2009-01-01
2010,TOCANTINS,May,580,2010-01-01
2011,TOCANTINS,May,354,2011-01-01
2012,TOCANTINS,May,467,2012-01-01
2013,TOCANTINS,May,373,2013-01-01
2014,TOCANTINS,May,618,2014-01-01
2015,TOCANTINS,May,512,2015-01-01
2016,TOCANTINS,May,778,2016-01-01
2017,TOCANTINS,May,576,2017-01-01
1998,TOCANTINS,June,252,1998-01-01
1999,TOCANTINS,June,113,1999-01-01
2000,TOCANTINS,June,278,2000-01-01
2001,TOCANTINS,June,305,2001-01-01
2002,TOCANTINS,June,396,2002-01-01
2003,TOCANTINS,June,329,2003-01-01
2004,TOCANTINS,June,1.079,2004-01-01
2005,TOCANTINS,June,669,2005-01-01
2006,TOCANTINS,June,289,2006-01-01
2007,TOCANTINS,June,591,2007-01-01
2008,TOCANTINS,June,282,2008-01-01
2009,TOCANTINS,June,421,2009-01-01
2010,TOCANTINS,June,767,2010-01-01
2011,TOCANTINS,June,717,2011-01-01
2012,TOCANTINS,June,922,2012-01-01
2013,TOCANTINS,June,873,2013-01-01
2014,TOCANTINS,June,1.372,2014-01-01
2015,TOCANTINS,June,1.15,2015-01-01
2016,TOCANTINS,June,1.148,2016-01-01
2017,TOCANTINS,June,1.32,2017-01-01
1998,TOCANTINS,July,640,1998-01-01
1999,TOCANTINS,July,373,1999-01-01
2000,TOCANTINS,July,500,2000-01-01
2001,TOCANTINS,July,830,2001-01-01
2002,TOCANTINS,July,976,2002-01-01
2003,TOCANTINS,July,762,2003-01-01
2004,TOCANTINS,July,1.389,2004-01-01
2005,TOCANTINS,July,1.082,2005-01-01
2006,TOCANTINS,July,430,2006-01-01
2007,TOCANTINS,July,982,2007-01-01
2008,TOCANTINS,July,441,2008-01-01
2009,TOCANTINS,July,989,2009-01-01
2010,TOCANTINS,July,2.408,2010-01-01
2011,TOCANTINS,July,1.001,2011-01-01
2012,TOCANTINS,July,1.693,2012-01-01
2013,TOCANTINS,July,1.393,2013-01-01
2014,TOCANTINS,July,1.404,2014-01-01
2015,TOCANTINS,July,1.217,2015-01-01
2016,TOCANTINS,July,2.737,2016-01-01
2017,TOCANTINS,July,2.397,2017-01-01
1998,TOCANTINS,August,3.747,1998-01-01
1999,TOCANTINS,August,1.284,1999-01-01
2000,TOCANTINS,August,1.949,2000-01-01
2001,TOCANTINS,August,2.242,2001-01-01
2002,TOCANTINS,August,3.027,2002-01-01
2003,TOCANTINS,August,1.339,2003-01-01
2004,TOCANTINS,August,1.776,2004-01-01
2005,TOCANTINS,August,1.84,2005-01-01
2006,TOCANTINS,August,1.277,2006-01-01
2007,TOCANTINS,August,4.747,2007-01-01
2008,TOCANTINS,August,845,2008-01-01
2009,TOCANTINS,August,1.124,2009-01-01
2010,TOCANTINS,August,7.865,2010-01-01
2011,TOCANTINS,August,1.668,2011-01-01
2012,TOCANTINS,August,4.28,2012-01-01
2013,TOCANTINS,August,1.81,2013-01-01
2014,TOCANTINS,August,2.917,2014-01-01
2015,TOCANTINS,August,2.54,2015-01-01
2016,TOCANTINS,August,3.213,2016-01-01
2017,TOCANTINS,August,3.536,2017-01-01
1998,TOCANTINS,September,5.149,1998-01-01
1999,TOCANTINS,September,3.415,1999-01-01
2000,TOCANTINS,September,2.552,2000-01-01
2001,TOCANTINS,September,4.839,2001-01-01
2002,TOCANTINS,September,5.314,2002-01-01
2003,TOCANTINS,September,4.637,2003-01-01
2004,TOCANTINS,September,5.308,2004-01-01
2005,TOCANTINS,September,5.319,2005-01-01
2006,TOCANTINS,September,2.979,2006-01-01
2007,TOCANTINS,September,6.829,2007-01-01
2008,TOCANTINS,September,2.39,2008-01-01
2009,TOCANTINS,September,2.017,2009-01-01
2010,TOCANTINS,September,10.172,2010-01-01
2011,TOCANTINS,September,4.658,2011-01-01
2012,TOCANTINS,September,7.46,2012-01-01
2013,TOCANTINS,September,2.445,2013-01-01
2014,TOCANTINS,September,3.52,2014-01-01
2015,TOCANTINS,September,5.51,2015-01-01
2016,TOCANTINS,September,3.245,2016-01-01
2017,TOCANTINS,September,10.737,2017-01-01
1998,TOCANTINS,October,1.738,1998-01-01
1999,TOCANTINS,October,1.378,1999-01-01
2000,TOCANTINS,October,1.053,2000-01-01
2001,TOCANTINS,October,684,2001-01-01
2002,TOCANTINS,October,1.537,2002-01-01
2003,TOCANTINS,October,1.339,2003-01-01
2004,TOCANTINS,October,1.658,2004-01-01
2005,TOCANTINS,October,2.913,2005-01-01
2006,TOCANTINS,October,1.176,2006-01-01
2007,TOCANTINS,October,2.252,2007-01-01
2008,TOCANTINS,October,2.832,2008-01-01
2009,TOCANTINS,October,718,2009-01-01
2010,TOCANTINS,October,2.272,2010-01-01
2011,TOCANTINS,October,1.591,2011-01-01
2012,TOCANTINS,October,3.68,2012-01-01
2013,TOCANTINS,October,2.155,2013-01-01
2014,TOCANTINS,October,4,2014-01-01
2015,TOCANTINS,October,4.844,2015-01-01
2016,TOCANTINS,October,2.032,2016-01-01
2017,TOCANTINS,October,2.969,2017-01-01
1998,TOCANTINS,November,1,1998-01-01
1999,TOCANTINS,November,29,1999-01-01
2000,TOCANTINS,November,96,2000-01-01
2001,TOCANTINS,November,100,2001-01-01
2002,TOCANTINS,November,207,2002-01-01
2003,TOCANTINS,November,146,2003-01-01
2004,TOCANTINS,November,424,2004-01-01
2005,TOCANTINS,November,271,2005-01-01
2006,TOCANTINS,November,108,2006-01-01
2007,TOCANTINS,November,147,2007-01-01
2008,TOCANTINS,November,104,2008-01-01
2009,TOCANTINS,November,251,2009-01-01
2010,TOCANTINS,November,283,2010-01-01
2011,TOCANTINS,November,144,2011-01-01
2012,TOCANTINS,November,179,2012-01-01
