year,state,month,Number of Fires
2004,RONDÔNIA,February,12
2004,RONDÔNIA,March,20
2004,RONDÔNIA,April,14
2004,RONDÔNIA,May,9
2004,RONDÔNIA,June,151
2004,RONDÔNIA,July,1233
2004,RONDÔNIA,August,6893
2004,RONDÔNIA,September,13050
2004,RONDÔNIA,October,3094
2004,RONDÔNIA,November,452
2004,RONDÔNIA,December,208
2005,RONDÔNIA,January,99
2005,RONDÔNIA,February,42
2005,RONDÔNIA,March,17
2005,RONDÔNIA,April,7
2005,RONDÔNIA,May,38
2005,RONDÔNIA,June,153
2005,RONDÔNIA,July,798
2005,RONDÔNIA,August,6672
2005,RONDÔNIA,September,13972
2005,RONDÔNIA,October,2559
2005,RONDÔNIA,November,465
2005,RONDÔNIA,December,36
2006,RONDÔNIA,January,16
2006,RONDÔNIA,February,17
2006,RONDÔNIA,March,15
2006,RONDÔNIA,April,0
2006,RONDÔNIA,May,7
2006,RONDÔNIA,June,40
2006,RONDÔNIA,July,314
2006,RONDÔNIA,August,3124
2006,RONDÔNIA,September,9920
2006,RONDÔNIA,October,1148
2006,RONDÔNIA,November,253
2006,RONDÔNIA,December,4
2007,RONDÔNIA,January,33
2007,RONDÔNIA,February,8
2007,RONDÔNIA,March,20
2007,RONDÔNIA,April,0
2007,RONDÔNIA,May,4
2007,RONDÔNIA,June,71
2007,RONDÔNIA,July,187
2007,RONDÔNIA,August,4786
2007,RONDÔNIA,September,6832
2007,RONDÔNIA,October,2023
2007,RONDÔNIA,November,53
2007,RONDÔNIA,December,6
2008,RONDÔNIA,January,4
2008,RONDÔNIA,February,7
2008,RONDÔNIA,March,2
2008,RONDÔNIA,April,8
2008,RONDÔNIA,May,1
2008,RONDÔNIA,June,11
2008,RONDÔNIA,July,138
2008,RONDÔNIA,August,1251
2008,RONDÔNIA,September,3726
2008,RONDÔNIA,October,1482
2008,RONDÔNIA,November,78
2008,RONDÔNIA,December,2
2009,RONDÔNIA,January,17
2009,RONDÔNIA,February,1
2009,RONDÔNIA,March,12
2009,RONDÔNIA,April,3
2009,RONDÔNIA,May,6
2009,RONDÔNIA,June,13
2009,RONDÔNIA,July,110
2009,RONDÔNIA,August,484
2009,RONDÔNIA,September,1869
2009,RONDÔNIA,October,1444
2009,RONDÔNIA,November,128
2009,RONDÔNIA,December,9
2010,RONDÔNIA,January,18
2010,RONDÔNIA,February,9
2010,RONDÔNIA,March,11
2010,RONDÔNIA,April,19
2010,RONDÔNIA,May,41
2010,RONDÔNIA,June,44
2010,RONDÔNIA,July,747
2010,RONDÔNIA,August,4388
2010,RONDÔNIA,September,4893
2010,RONDÔNIA,October,1307
2010,RONDÔNIA,November,238
2010,RONDÔNIA,December,158
2011,RONDÔNIA,January,1
2011,RONDÔNIA,February,2
2011,RONDÔNIA,March,6
2011,RONDÔNIA,April,8
2011,RONDÔNIA,May,54
2011,RONDÔNIA,June,130
2011,RONDÔNIA,July,293
2011,RONDÔNIA,August,1161
2011,RONDÔNIA,September,1782
2011,RONDÔNIA,October,822
2011,RONDÔNIA,November,245
2011,RONDÔNIA,December,37
2012,RONDÔNIA,January,2
2012,RONDÔNIA,February,9
2012,RONDÔNIA,March,6
2012,RONDÔNIA,April,12
2012,RONDÔNIA,May,22
2012,RONDÔNIA,June,32
2012,RONDÔNIA,July,205
2012,RONDÔNIA,August,2209
2012,RONDÔNIA,September,2471
2012,RONDÔNIA,October,1229
2012,RONDÔNIA,November,174
2012,RONDÔNIA,December,50
2013,RONDÔNIA,January,7
2013,RONDÔNIA,February,8
2013,RONDÔNIA,March,23
2013,RONDÔNIA,April,9
2013,RONDÔNIA,May,9
2013,RONDÔNIA,June,22
2013,RONDÔNIA,July,117
2013,RONDÔNIA,August,885
2013,RONDÔNIA,September,1776
2013,RONDÔNIA,October,555
2013,RONDÔNIA,November,108
2013,RONDÔNIA,December,143
2014,RONDÔNIA,January,12
2014,RONDÔNIA,February,5
2014,RONDÔNIA,March,13
2014,RONDÔNIA,April,15
2014,RONDÔNIA,May,28
2014,RONDÔNIA,June,92
2014,RONDÔNIA,July,192
2014,RONDÔNIA,August,3038
2014,RONDÔNIA,September,2800
2014,RONDÔNIA,October,1063
2014,RONDÔNIA,November,202
2014,RONDÔNIA,December,144
2015,RONDÔNIA,January,30
2015,RONDÔNIA,February,22
2015,RONDÔNIA,March,15
2015,RONDÔNIA,April,15
2015,RONDÔNIA,May,13
2015,RONDÔNIA,June,119
2015,RONDÔNIA,July,423
2015,RONDÔNIA,August,3762
2015,RONDÔNIA,September,6129
2015,RONDÔNIA,October,2598
2015,RONDÔNIA,November,1002
2015,RONDÔNIA,December,282
2016,RONDÔNIA,January,93
2016,RONDÔNIA,February,88
2016,RONDÔNIA,March,25
2016,RONDÔNIA,April,59
2016,RONDÔNIA,May,44
2016,RONDÔNIA,June,170
2016,RONDÔNIA,July,969
2016,RONDÔNIA,August,3675
2016,RONDÔNIA,September,4208
2016,RONDÔNIA,October,1844
2016,RONDÔNIA,November,401
2016,RONDÔNIA,December,148
2017,RONDÔNIA,January,44
2017,RONDÔNIA,February,10
2017,RONDÔNIA,March,21
2017,RONDÔNIA,April,19
2017,RONDÔNIA,May,31
2017,RONDÔNIA,June,192
2017,RONDÔNIA,July,1280
2017,RONDÔNIA,August,4287
2017,RONDÔNIA,September,5638
2017,RONDÔNIA,October,2190
2017,RONDÔNIA,November,372
1998,RORAIMA,January,0
1998,RORAIMA,February,0
1998,RORAIMA,March,0
1998,RORAIMA,April,0
1998,RORAIMA,May,0
1998,RORAIMA,June,0
1998,RORAIMA,July,1
1998,RORAIMA,August,0
1998,RORAIMA,September,2
1998,RORAIMA,October,1
1998,RORAIMA,November,1
1998,RORAIMA,December,16
1999,RORAIMA,January,15
1999,RORAIMA,February,20
1999,RORAIMA,March,98
1999,RORAIMA,April,16
1999,RORAIMA,May,0
1999,RORAIMA,June,3
1999,RORAIMA,July,4
1999,RORAIMA,August,1
1999,RORAIMA,September,3
1999,RORAIMA,October,10
1999,RORAIMA,November,15
1999,RORAIMA,December,35
2000,RORAIMA,January,18
2000,RORAIMA,February,57
2000,RORAIMA,March,125
2000,RORAIMA,April,0
2000,RORAIMA,May,7
2000,RORAIMA,June,0
2000,RORAIMA,July,0
2000,RORAIMA,August,9
2000,RORAIMA,September,12
2000,RORAIMA,October,25
2000,RORAIMA,November,32
2000,RORAIMA,December,77
2001,RORAIMA,January,101
2001,RORAIMA,February,646
2001,RORAIMA,March,1108
2001,RORAIMA,April,380
2001,RORAIMA,May,9
2001,RORAIMA,June,1
2001,RORAIMA,July,1
2001,RORAIMA,August,4
2001,RORAIMA,September,1
2001,RORAIMA,October,13
2001,RORAIMA,November,76
2001,RORAIMA,December,76
2002,RORAIMA,January,302
2002,RORAIMA,February,476
2002,RORAIMA,March,820
2002,RORAIMA,April,41
2002,RORAIMA,May,0
2002,RORAIMA,June,0
2002,RORAIMA,July,7
2002,RORAIMA,August,7
2002,RORAIMA,September,48
2002,RORAIMA,October,191
2002,RORAIMA,November,133
2002,RORAIMA,December,199
2003,RORAIMA,January,547
2003,RORAIMA,February,767
2003,RORAIMA,March,1131
2003,RORAIMA,April,268
2003,RORAIMA,May,0
2003,RORAIMA,June,0
2003,RORAIMA,July,0
2003,RORAIMA,August,2
2003,RORAIMA,September,6
2003,RORAIMA,October,14
2003,RORAIMA,November,27
2003,RORAIMA,December,157
2004,RORAIMA,January,355
2004,RORAIMA,February,259
2004,RORAIMA,March,276
2004,RORAIMA,April,182
2004,RORAIMA,May,2
2004,RORAIMA,June,6
2004,RORAIMA,July,2
2004,RORAIMA,August,18
2004,RORAIMA,September,9
2004,RORAIMA,October,53
2004,RORAIMA,November,135
2004,RORAIMA,December,160
2005,RORAIMA,January,106
2005,RORAIMA,February,105
2005,RORAIMA,March,244
2005,RORAIMA,April,22
2005,RORAIMA,May,1
2005,RORAIMA,June,5
2005,RORAIMA,July,2
2005,RORAIMA,August,9
2005,RORAIMA,September,72
2005,RORAIMA,October,88
2005,RORAIMA,November,135
2005,RORAIMA,December,71
2006,RORAIMA,January,70
2006,RORAIMA,February,283
2006,RORAIMA,March,385
2006,RORAIMA,April,201
2006,RORAIMA,May,0
2006,RORAIMA,June,0
2006,RORAIMA,July,0
2006,RORAIMA,August,4
2006,RORAIMA,September,40
2006,RORAIMA,October,135
2006,RORAIMA,November,26
2006,RORAIMA,December,101
2007,RORAIMA,January,194
2007,RORAIMA,February,796
2007,RORAIMA,March,665
2007,RORAIMA,April,58
2007,RORAIMA,May,0
2007,RORAIMA,June,1
2007,RORAIMA,July,3
2007,RORAIMA,August,2
2007,RORAIMA,September,9
2007,RORAIMA,October,15
2007,RORAIMA,November,112
2007,RORAIMA,December,8
2008,RORAIMA,January,245
2008,RORAIMA,February,138
2008,RORAIMA,March,422
2008,RORAIMA,April,175
2008,RORAIMA,May,8
2008,RORAIMA,June,0
2008,RORAIMA,July,0
2008,RORAIMA,August,4
2008,RORAIMA,September,17
2008,RORAIMA,October,78
2008,RORAIMA,November,39
2008,RORAIMA,December,5
2009,RORAIMA,January,45
2009,RORAIMA,February,153
2009,RORAIMA,March,176
2009,RORAIMA,April,115
2009,RORAIMA,May,219
2009,RORAIMA,June,16
2009,RORAIMA,July,18
2009,RORAIMA,August,29
2009,RORAIMA,September,117
2009,RORAIMA,October,197
2009,RORAIMA,November,312
2009,RORAIMA,December,290
2010,RORAIMA,January,351
2010,RORAIMA,February,470
2010,RORAIMA,March,417
2010,RORAIMA,April,15
2010,RORAIMA,May,3
2010,RORAIMA,June,0
2010,RORAIMA,July,1
2010,RORAIMA,August,3
2010,RORAIMA,September,18
2010,RORAIMA,October,64
2010,RORAIMA,November,27
2010,RORAIMA,December,73
2011,RORAIMA,January,225
2011,RORAIMA,February,112
2011,RORAIMA,March,91
2011,RORAIMA,April,108
2011,RORAIMA,May,4
2011,RORAIMA,June,6
2011,RORAIMA,July,9
2011,RORAIMA,August,39
2011,RORAIMA,September,53
2011,RORAIMA,October,65
2011,RORAIMA,November,121
2011,RORAIMA,December,249
2012,RORAIMA,January,217
2012,RORAIMA,February,130
2012,RORAIMA,March,99
2012,RORAIMA,April,25
2012,RORAIMA,May,18
2012,RORAIMA,June,22
2012,RORAIMA,July,2
2012,RORAIMA,August,4
2012,RORAIMA,September,67
2012,RORAIMA,October,152
2012,RORAIMA,November,187
2012,RORAIMA,December,78
2013,RORAIMA,January,397
2013,RORAIMA,February,62
2013,RORAIMA,March,179
2013,RORAIMA,April,87
2013,RORAIMA,May,4
2013,RORAIMA,June,6
2013,RORAIMA,July,4
2013,RORAIMA,August,3
2013,RORAIMA,September,18
2013,RORAIMA,October,63
2013,RORAIMA,November,106
2013,RORAIMA,December,65
2014,RORAIMA,January,355
2014,RORAIMA,February,226
2014,RORAIMA,March,494
2014,RORAIMA,April,162
2014,RORAIMA,May,58
2014,RORAIMA,June,4
2014,RORAIMA,July,9
2014,RORAIMA,August,12
2014,RORAIMA,September,67
2014,RORAIMA,October,61
2014,RORAIMA,November,143
2014,RORAIMA,December,277
2015,RORAIMA,January,330
2015,RORAIMA,February,418
2015,RORAIMA,March,163
2015,RORAIMA,April,278
2015,RORAIMA,May,12
2015,RORAIMA,June,3
2015,RORAIMA,July,5
2015,RORAIMA,August,11
2015,RORAIMA,September,77
2015,RORAIMA,October,181
2015,RORAIMA,November,280
2015,RORAIMA,December,304
2016,RORAIMA,January,1754
2016,RORAIMA,February,171
2016,RORAIMA,March,1081
2016,RORAIMA,April,126
2016,RORAIMA,May,22
2016,RORAIMA,June,7
2016,RORAIMA,July,0
2016,RORAIMA,August,11
2016,RORAIMA,September,19
2016,RORAIMA,October,101
2016,RORAIMA,November,71
2016,RORAIMA,December,136
2017,RORAIMA,January,108
2017,RORAIMA,February,129
2017,RORAIMA,March,216
2017,RORAIMA,April,51
2017,RORAIMA,May,29
2017,RORAIMA,June,4
2017,RORAIMA,July,3
2017,RORAIMA,August,35
2017,RORAIMA,September,43
2017,RORAIMA,October,156
2017,RORAIMA,November,327
1998,SANTA CATARINA,January,0
1998,SANTA CATARINA,February,0
1998,SANTA CATARINA,March,0
1998,SANTA CATARINA,April,0
1998,SANTA CATARINA,May,0
1998,SANTA CATARINA,June,2
1998,SANTA CATARINA,July,0
1998,SANTA CATARINA,August,0
1998,SANTA CATARINA,September,6
1998,SANTA CATARINA,October,4
1998,SANTA CATARINA,November,21
1998,SANTA CATARINA,December,26
1999,SANTA CATARINA,January,11
1999,SANTA CATARINA,February,2
1999,SANTA CATARINA,March,7
1999,SANTA CATARINA,April,0
1999,SANTA CATARINA,May,1
1999,SANTA CATARINA,June,0
1999,SANTA CATARINA,July,2
1999,SANTA CATARINA,August,51
1999,SANTA CATARINA,September,101
1999,SANTA CATARINA,October,16
1999,SANTA CATARINA,November,84
1999,SANTA CATARINA,December,89
2000,SANTA CATARINA,January,14
2000,SANTA CATARINA,February,8
2000,SANTA CATARINA,March,46
2000,SANTA CATARINA,April,7
2000,SANTA CATARINA,May,0
2000,SANTA CATARINA,June,2
2000,SANTA CATARINA,July,21
2000,SANTA CATARINA,August,69
2000,SANTA CATARINA,September,36
2000,SANTA CATARINA,October,55
2000,SANTA CATARINA,November,19
2000,SANTA CATARINA,December,29
2001,SANTA CATARINA,January,11
2001,SANTA CATARINA,February,0
2001,SANTA CATARINA,March,1
2001,SANTA CATARINA,April,1
2001,SANTA CATARINA,May,2
2001,SANTA CATARINA,June,1
2001,SANTA CATARINA,July,5
2001,SANTA CATARINA,August,24
2001,SANTA CATARINA,September,18
2001,SANTA CATARINA,October,26
2001,SANTA CATARINA,November,66
2001,SANTA CATARINA,December,45
2002,SANTA CATARINA,January,22
2002,SANTA CATARINA,February,5
2002,SANTA CATARINA,March,12
2002,SANTA CATARINA,April,7
2002,SANTA CATARINA,May,3
2002,SANTA CATARINA,June,0
2002,SANTA CATARINA,July,82
2002,SANTA CATARINA,August,702
2002,SANTA CATARINA,September,416
2002,SANTA CATARINA,October,42
2002,SANTA CATARINA,November,348
2002,SANTA CATARINA,December,76
2003,SANTA CATARINA,January,45
2003,SANTA CATARINA,February,43
2003,SANTA CATARINA,March,58
2003,SANTA CATARINA,April,120
2003,SANTA CATARINA,May,84
2003,SANTA CATARINA,June,68
2003,SANTA CATARINA,July,43
2003,SANTA CATARINA,August,1513
2003,SANTA CATARINA,September,1339
2003,SANTA CATARINA,October,669
2003,SANTA CATARINA,November,347
2003,SANTA CATARINA,December,129
2004,SANTA CATARINA,January,37
2004,SANTA CATARINA,February,29
2004,SANTA CATARINA,March,73
2004,SANTA CATARINA,April,59
2004,SANTA CATARINA,May,2
2004,SANTA CATARINA,June,127
2004,SANTA CATARINA,July,94
2004,SANTA CATARINA,August,728
2004,SANTA CATARINA,September,755
2004,SANTA CATARINA,October,704
2004,SANTA CATARINA,November,279
2004,SANTA CATARINA,December,68
2005,SANTA CATARINA,January,46
2005,SANTA CATARINA,February,46
2005,SANTA CATARINA,March,92
2005,SANTA CATARINA,April,25
2005,SANTA CATARINA,May,21
2005,SANTA CATARINA,June,58
2005,SANTA CATARINA,July,90
2005,SANTA CATARINA,August,391
2005,SANTA CATARINA,September,116
2005,SANTA CATARINA,October,197
2005,SANTA CATARINA,November,384
2005,SANTA CATARINA,December,17
2006,SANTA CATARINA,January,41
2006,SANTA CATARINA,February,18
2006,SANTA CATARINA,March,48
2006,SANTA CATARINA,April,30
2006,SANTA CATARINA,May,33
2006,SANTA CATARINA,June,32
2006,SANTA CATARINA,July,74
2006,SANTA CATARINA,August,728
2006,SANTA CATARINA,September,530
2006,SANTA CATARINA,October,269
2006,SANTA CATARINA,November,45
2006,SANTA CATARINA,December,7
2007,SANTA CATARINA,January,9
2007,SANTA CATARINA,February,14
2007,SANTA CATARINA,March,23
2007,SANTA CATARINA,April,2
2007,SANTA CATARINA,May,2
2007,SANTA CATARINA,June,11
2007,SANTA CATARINA,July,12
2007,SANTA CATARINA,August,462
2007,SANTA CATARINA,September,617
2007,SANTA CATARINA,October,35
2007,SANTA CATARINA,November,26
2007,SANTA CATARINA,December,17
2008,SANTA CATARINA,January,25
2008,SANTA CATARINA,February,29
2008,SANTA CATARINA,March,14
2008,SANTA CATARINA,April,31
2008,SANTA CATARINA,May,15
2008,SANTA CATARINA,June,2
2008,SANTA CATARINA,July,46
2008,SANTA CATARINA,August,51
2008,SANTA CATARINA,September,233
2008,SANTA CATARINA,October,56
2008,SANTA CATARINA,November,16
2008,SANTA CATARINA,December,29
2009,SANTA CATARINA,January,21
2009,SANTA CATARINA,February,7
2009,SANTA CATARINA,March,33
2009,SANTA CATARINA,April,57
2009,SANTA CATARINA,May,33
2009,SANTA CATARINA,June,14
2009,SANTA CATARINA,July,26
2009,SANTA CATARINA,August,759
2009,SANTA CATARINA,September,47
2009,SANTA CATARINA,October,252
2009,SANTA CATARINA,November,61
2009,SANTA CATARINA,December,20
2010,SANTA CATARINA,January,2
2010,SANTA CATARINA,February,15
2010,SANTA CATARINA,March,9
2010,SANTA CATARINA,April,19
2010,SANTA CATARINA,May,1
2010,SANTA CATARINA,June,1
2010,SANTA CATARINA,July,31
2010,SANTA CATARINA,August,511
2010,SANTA CATARINA,September,198
2010,SANTA CATARINA,October,76
2010,SANTA CATARINA,November,88
2010,SANTA CATARINA,December,23
2011,SANTA CATARINA,January,9
2011,SANTA CATARINA,February,1
2011,SANTA CATARINA,March,8
2011,SANTA CATARINA,April,5
2011,SANTA CATARINA,May,16
2011,SANTA CATARINA,June,26
2011,SANTA CATARINA,July,31
2011,SANTA CATARINA,August,175
2011,SANTA CATARINA,September,450
2011,SANTA CATARINA,October,102
2011,SANTA CATARINA,November,79
2011,SANTA CATARINA,December,24
2012,SANTA CATARINA,January,14
2012,SANTA CATARINA,February,13
2012,SANTA CATARINA,March,65
2012,SANTA CATARINA,April,40
2012,SANTA CATARINA,May,60
2012,SANTA CATARINA,June,42
2012,SANTA CATARINA,July,42
2012,SANTA CATARINA,August,398
2012,SANTA CATARINA,September,188
2012,SANTA CATARINA,October,34
2012,SANTA CATARINA,November,72
2012,SANTA CATARINA,December,32
2013,SANTA CATARINA,January,18
2013,SANTA CATARINA,February,12
2013,SANTA CATARINA,March,14
2013,SANTA CATARINA,April,46
2013,SANTA CATARINA,May,52
2013,SANTA CATARINA,June,31
2013,SANTA CATARINA,July,69
2013,SANTA CATARINA,August,236
2013,SANTA CATARINA,September,303
2013,SANTA CATARINA,October,107
2013,SANTA CATARINA,November,84
2013,SANTA CATARINA,December,74
2014,SANTA CATARINA,January,58
2014,SANTA CATARINA,February,27
2014,SANTA CATARINA,March,15
2014,SANTA CATARINA,April,34
2014,SANTA CATARINA,May,42
2014,SANTA CATARINA,June,3
2014,SANTA CATARINA,July,82
2014,SANTA CATARINA,August,459
2014,SANTA CATARINA,September,208
2014,SANTA CATARINA,October,122
2014,SANTA CATARINA,November,43
2014,SANTA CATARINA,December,45
2015,SANTA CATARINA,January,28
2015,SANTA CATARINA,February,23
2015,SANTA CATARINA,March,37
2015,SANTA CATARINA,April,32
2015,SANTA CATARINA,May,70
2015,SANTA CATARINA,June,104
2015,SANTA CATARINA,July,45
2015,SANTA CATARINA,August,379
2015,SANTA CATARINA,September,156
2015,SANTA CATARINA,October,21
2015,SANTA CATARINA,November,9
2015,SANTA CATARINA,December,19
2016,SANTA CATARINA,January,53
2016,SANTA CATARINA,February,10
2016,SANTA CATARINA,March,21
2016,SANTA CATARINA,April,36
2016,SANTA CATARINA,May,26
2016,SANTA CATARINA,June,79
2016,SANTA CATARINA,July,480
2016,SANTA CATARINA,August,765
2016,SANTA CATARINA,September,644
2016,SANTA CATARINA,October,56
2016,SANTA CATARINA,November,156
2016,SANTA CATARINA,December,20
2017,SANTA CATARINA,January,46
2017,SANTA CATARINA,February,31
2017,SANTA CATARINA,March,12
2017,SANTA CATARINA,April,26
2017,SANTA CATARINA,May,36
2017,SANTA CATARINA,June,70
2017,SANTA CATARINA,July,591
2017,SANTA CATARINA,August,713
2017,SANTA CATARINA,September,626
2017,SANTA CATARINA,October,51
2017,SANTA CATARINA,November,152
1998,SÃO PAULO,January,0
1998,SÃO PAULO,February,0
1998,SÃO PAULO,March,0
1998,SÃO PAULO,April,0
1998,SÃO PAULO,May,0
1998,SÃO PAULO,June,451
1998,SÃO PAULO,July,596
1998,SÃO PAULO,August,581
1998,SÃO PAULO,September,525
1998,SÃO PAULO,October,434
1998,SÃO PAULO,November,488
1998,SÃO PAULO,December,121
1999,SÃO PAULO,January,7
1999,SÃO PAULO,February,47
1999,SÃO PAULO,March,78
1999,SÃO PAULO,April,291
1999,SÃO PAULO,May,500
1999,SÃO PAULO,June,522
1999,SÃO PAULO,July,684
1999,SÃO PAULO,August,1211
1999,SÃO PAULO,September,911
1999,SÃO PAULO,October,763
1999,SÃO PAULO,November,398
1999,SÃO PAULO,December,47
2000,SÃO PAULO,January,36
2000,SÃO PAULO,February,25
2000,SÃO PAULO,March,26
2000,SÃO PAULO,April,102
2000,SÃO PAULO,May,300
2000,SÃO PAULO,June,606
2000,SÃO PAULO,July,770
2000,SÃO PAULO,August,915
2000,SÃO PAULO,September,582
2000,SÃO PAULO,October,647
2000,SÃO PAULO,November,96
2000,SÃO PAULO,December,23
2001,SÃO PAULO,January,26
2001,SÃO PAULO,February,25
2001,SÃO PAULO,March,35
2001,SÃO PAULO,April,61
2001,SÃO PAULO,May,211
2001,SÃO PAULO,June,346
2001,SÃO PAULO,July,538
2001,SÃO PAULO,August,595
2001,SÃO PAULO,September,425
2001,SÃO PAULO,October,444
2001,SÃO PAULO,November,168
2001,SÃO PAULO,December,52
2002,SÃO PAULO,January,19
2002,SÃO PAULO,February,19
2002,SÃO PAULO,March,111
2002,SÃO PAULO,April,178
2002,SÃO PAULO,May,319
2002,SÃO PAULO,June,562
2002,SÃO PAULO,July,448
2002,SÃO PAULO,August,719
2002,SÃO PAULO,September,302
2002,SÃO PAULO,October,733
2002,SÃO PAULO,November,72
2002,SÃO PAULO,December,57
2003,SÃO PAULO,January,59
2003,SÃO PAULO,February,137
2003,SÃO PAULO,March,86
2003,SÃO PAULO,April,106
2003,SÃO PAULO,May,69
2003,SÃO PAULO,June,132
2003,SÃO PAULO,July,171
2003,SÃO PAULO,August,934
2003,SÃO PAULO,September,977
2003,SÃO PAULO,October,422
2003,SÃO PAULO,November,155
2003,SÃO PAULO,December,58
2004,SÃO PAULO,January,37
2004,SÃO PAULO,February,41
2004,SÃO PAULO,March,73
2004,SÃO PAULO,April,36
2004,SÃO PAULO,May,60
2004,SÃO PAULO,June,231
2004,SÃO PAULO,July,342
2004,SÃO PAULO,August,794
2004,SÃO PAULO,September,809
2004,SÃO PAULO,October,195
2004,SÃO PAULO,November,144
2004,SÃO PAULO,December,102
2005,SÃO PAULO,January,26
2005,SÃO PAULO,February,78
2005,SÃO PAULO,March,73
2005,SÃO PAULO,April,62
2005,SÃO PAULO,May,212
2005,SÃO PAULO,June,236
2005,SÃO PAULO,July,284
2005,SÃO PAULO,August,522
2005,SÃO PAULO,September,231
2005,SÃO PAULO,October,221
2005,SÃO PAULO,November,163
2005,SÃO PAULO,December,15
2006,SÃO PAULO,January,76
2006,SÃO PAULO,February,59
2006,SÃO PAULO,March,106
2006,SÃO PAULO,April,63
2006,SÃO PAULO,May,88
2006,SÃO PAULO,June,97
2006,SÃO PAULO,July,245
2006,SÃO PAULO,August,572
2006,SÃO PAULO,September,694
2006,SÃO PAULO,October,153
2006,SÃO PAULO,November,43
2006,SÃO PAULO,December,13
2007,SÃO PAULO,January,14
2007,SÃO PAULO,February,96
2007,SÃO PAULO,March,152
2007,SÃO PAULO,April,44
2007,SÃO PAULO,May,69
2007,SÃO PAULO,June,91
2007,SÃO PAULO,July,94
2007,SÃO PAULO,August,470
2007,SÃO PAULO,September,495
2007,SÃO PAULO,October,281
2007,SÃO PAULO,November,50
2007,SÃO PAULO,December,21
2008,SÃO PAULO,January,34
2008,SÃO PAULO,February,30
2008,SÃO PAULO,March,72
2008,SÃO PAULO,April,84
2008,SÃO PAULO,May,40
2008,SÃO PAULO,June,25
2008,SÃO PAULO,July,126
2008,SÃO PAULO,August,153
2008,SÃO PAULO,September,486
2008,SÃO PAULO,October,87
2008,SÃO PAULO,November,20
2008,SÃO PAULO,December,36
2009,SÃO PAULO,January,12
2009,SÃO PAULO,February,65
2009,SÃO PAULO,March,55
2009,SÃO PAULO,April,67
2009,SÃO PAULO,May,142
2009,SÃO PAULO,June,125
2009,SÃO PAULO,July,110
2009,SÃO PAULO,August,289
2009,SÃO PAULO,September,116
2009,SÃO PAULO,October,64
2009,SÃO PAULO,November,83
2009,SÃO PAULO,December,37
2010,SÃO PAULO,January,45
2010,SÃO PAULO,February,152
2010,SÃO PAULO,March,111
2010,SÃO PAULO,April,91
2010,SÃO PAULO,May,150
2010,SÃO PAULO,June,143
2010,SÃO PAULO,July,600
2010,SÃO PAULO,August,1809
2010,SÃO PAULO,September,1677
2010,SÃO PAULO,October,260
2010,SÃO PAULO,November,104
2010,SÃO PAULO,December,52
2011,SÃO PAULO,January,75
2011,SÃO PAULO,February,73
2011,SÃO PAULO,March,45
2011,SÃO PAULO,April,52
2011,SÃO PAULO,May,136
2011,SÃO PAULO,June,210
2011,SÃO PAULO,July,479
2011,SÃO PAULO,August,1067
2011,SÃO PAULO,September,1108
2011,SÃO PAULO,October,188
2011,SÃO PAULO,November,87
2011,SÃO PAULO,December,53
2012,SÃO PAULO,January,38
2012,SÃO PAULO,February,81
2012,SÃO PAULO,March,99
2012,SÃO PAULO,April,82
2012,SÃO PAULO,May,82
2012,SÃO PAULO,June,30
2012,SÃO PAULO,July,179
2012,SÃO PAULO,August,435
2012,SÃO PAULO,September,813
2012,SÃO PAULO,October,206
2012,SÃO PAULO,November,50
2012,SÃO PAULO,December,64
2013,SÃO PAULO,January,36
2013,SÃO PAULO,February,100
2013,SÃO PAULO,March,57
2013,SÃO PAULO,April,103
2013,SÃO PAULO,May,118
2013,SÃO PAULO,June,47
2013,SÃO PAULO,July,181
2013,SÃO PAULO,August,497
2013,SÃO PAULO,September,560
2013,SÃO PAULO,October,127
2013,SÃO PAULO,November,120
2013,SÃO PAULO,December,109
2014,SÃO PAULO,January,99
2014,SÃO PAULO,February,112
2014,SÃO PAULO,March,75
2014,SÃO PAULO,April,103
2014,SÃO PAULO,May,181
2014,SÃO PAULO,June,331
2014,SÃO PAULO,July,476
2014,SÃO PAULO,August,1458
2014,SÃO PAULO,September,882
2014,SÃO PAULO,October,887
2014,SÃO PAULO,November,56
2014,SÃO PAULO,December,57
2015,SÃO PAULO,January,120
2015,SÃO PAULO,February,69
2015,SÃO PAULO,March,68
2015,SÃO PAULO,April,76
2015,SÃO PAULO,May,65
2015,SÃO PAULO,June,147
2015,SÃO PAULO,July,149
2015,SÃO PAULO,August,643
2015,SÃO PAULO,September,368
2015,SÃO PAULO,October,213
2015,SÃO PAULO,November,21
2015,SÃO PAULO,December,45
2016,SÃO PAULO,January,85
2016,SÃO PAULO,February,188
2016,SÃO PAULO,March,82
2016,SÃO PAULO,April,307
2016,SÃO PAULO,May,139
2016,SÃO PAULO,June,197
2016,SÃO PAULO,July,687
2016,SÃO PAULO,August,797
2016,SÃO PAULO,September,490
2016,SÃO PAULO,October,177
2016,SÃO PAULO,November,39
2016,SÃO PAULO,December,47
2017,SÃO PAULO,January,28
2017,SÃO PAULO,February,107
2017,SÃO PAULO,March,103
2017,SÃO PAULO,April,41
2017,SÃO PAULO,May,43
2017,SÃO PAULO,June,217
2017,SÃO PAULO,July,802
2017,SÃO PAULO,August,981
2017,SÃO PAULO,September,2868
2017,SÃO PAULO,October,179
2017,SÃO PAULO,November,37
1998,SERGIPE,January,0
1998,SERGIPE,February,0
1998,SERGIPE,March,0
